record_file,line,task,claimed_artifact,exists_at_head,ever_in_git,verdict
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,1468,R09,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,1620,R06c,,,,UNCHECKABLE
docs/docs_DONE/SETUP/layoutAssigner/debug/storey-Matching/PLAN_storey-matching_REMAINder.md,1971,R08,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,221,T01,scripts/v19_rescore.py || tests/test_v19_rescore.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,227,T02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,233,T03,scripts/v19_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,239,T04,scripts/v19_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,245,T05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_V19_phaseC_rescore.md,251,T06,tests/test_v19_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,198,T01,scripts/diagnostics/t01_reproduce_degenerate.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,219,T02,openubem/idf/surfaces.py || openubem/geometry/zoning.py || _rebuild_degenerate_coreperim@openubem/idf/surfaces.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,260,T03,tests/test_coreperim_degenerate.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,270,T04,scripts/diagnostics/t04_validate_way428643335.py || scripts/diagnostics/t05_perimeter_core_regression.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,301,Recalibration,openubem/idf/surfaces.py || tests/test_coreperim_degenerate.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_coreperim-degenerate-fix.md,337,T06,openubem/geometry/zoning.py || tests/test_coreperim_degenerate.py || scripts/diagnostics/t06_validate_relation6374725.py || TestCourtyardInteriorRingGuard@tests/test_coreperim_degenerate.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_geometry_generation_drops.md,79,T01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_geometry_generation_drops.md,112,T02,openubem/idf/surfaces.py || openubem/idf/builder.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_geometry_generation_drops.md,134,T03,tests/test_generation_drop_rescue.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_geometry_generation_drops.md,150,CP-2,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC-combined-resim.md,118,P1.T01,scripts/diagnostics/phasec_pilot_run.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC-combined-resim.md,157,P1.T00,openubem/semantic/schedules.py || tests/test_schedules.py || test_compact_block_no_empty_for_header@tests/test_schedules.py || test_midrise_apartment_write_dry_run_no_empty_clause@tests/test_schedules.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC-combined-resim.md,168,P1.T02,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,165,T01,scripts/validation/v12_cell_pipeline.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,171,T02,openubem/idf/builder.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,177,T03,openubem/idf/surfaces.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,183,T04,openubem/idf/surfaces.py || _signed_area_2d@openubem/idf/surfaces.py || _coreperim_has_tiny_zone_area@openubem/idf/surfaces.py || _coreperim_has_inverted_winding@openubem/idf/surfaces.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,189,T05,openubem/idf/builder.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,195,T06,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,201,T07,scripts/validation/v12_cell_pipeline.py || verify_and_repair@scripts/validation/v12_cell_pipeline.py || schedule_library@scripts/validation/v12_cell_pipeline.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,207,T08,scripts/validation/v12_cell_pipeline.py || CELL_CONFIGS@scripts/validation/v12_cell_pipeline.py || austin_rural@scripts/validation/v12_cell_pipeline.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,213,T09,tests/test_coreperim_degenerate.py || TestSliverInvertedReroute@tests/test_coreperim_degenerate.py || TestInterzoneMismatchReroute@tests/test_coreperim_degenerate.py || TestThermalDivergenceReroute@tests/test_coreperim_degenerate.py || TestMultiPolygonCoercion@tests/test_coreperim_degenerate.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/PLAN_phaseC_geometry_fixbatch.md,219,T10,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,344,T01,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,350,T02,scripts/validation/extract_prototype_cop.py || openubem/data/loads/hvac_cop_by_archetype.json,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,356,T02b,scripts/validation/extract_prototype_cop.py || openubem/data/loads/hvac_cop_by_archetype.json || _dominant_chiller@scripts/validation/extract_prototype_cop.py || _wshp_cooling_cop@scripts/validation/extract_prototype_cop.py || _wshp_heating_cop@scripts/validation/extract_prototype_cop.py || prefer_boiler@scripts/validation/extract_prototype_cop.py || _fuel_heating@scripts/validation/extract_prototype_cop.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,362,T03,openubem/idf/hvac.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,368,T04,openubem/idf/outputs.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,374,T05,openubem/results/parser.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,380,T06,tests/test_hvac.py || tests/test_idf_builder.py || tests/test_parser_hvac_metered.py || IDEALLOADSAIRSYSTEM@tests/test_idf_builder.py || PTAC@tests/test_idf_builder.py,True || True || True || False || True,True || True || True || True || True,MOVED
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,386,T07a,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,418,T07r,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,424,T-fans,openubem/results/aggregator.py || tests/test_results_aggregator.py || _STEP5_COLS@openubem/results/aggregator.py || fans_eui_kwh_m2@openubem/results/aggregator.py || total_eui_kwh_m2@openubem/results/aggregator.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,431,T08,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,437,T09,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,448,T10,scripts/validation/phaseD_city_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,454,T11,scripts/validation/phaseD_national_cbecs_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,460,T12,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,471,T13,scripts/validation/phaseD_reconstruct_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,477,T14,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,495,T15,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,539,T16,openubem/data/schedules/doe_schedules.json,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,635,T17-H1,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,640,T17-H2,scripts/validation/v12_cell_pipeline.py || _remote_results_complete@scripts/validation/v12_cell_pipeline.py || run_cell@scripts/validation/v12_cell_pipeline.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,645,T17-H3,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_phaseD_real_hvac_resim.md,665,T18,scripts/validation/phaseD_city_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,105,T01,scripts/validation/cbecs_regional_enduse_fractions.py || openubem/data/service_loads/enduse_fractions_regional.json,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,111,T02,scripts/validation/cbecs_regional_enduse_fractions.py || openubem/data/service_loads/enduse_fractions_regional.json,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,145,T03,openubem/results/service_loads.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,151,T04,tests/test_regional_service_loads.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,157,T05,scripts/validation/phaseD_regional_reconstruct_rescore.py,True,True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/phaseD_realHVAC/PLAN_regional_service_load_fractions.md,163,T06,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,157,T01,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || _load_base@scripts/validation/v19_basis_diagnostic.py || __main__@scripts/validation/v19_basis_diagnostic.py || TestIdentityReproducesV19@tests/test_v19_basis_diagnostic.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,163,T02,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || apply_basis_to_frame@scripts/validation/v19_basis_diagnostic.py || TestApplyBasisToFrame@tests/test_v19_basis_diagnostic.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,169,T03,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || score_combo@scripts/validation/v19_basis_diagnostic.py || TestScoreCombo@tests/test_v19_basis_diagnostic.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,175,T04,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || run_grid@scripts/validation/v19_basis_diagnostic.py || _identity_present@scripts/validation/v19_basis_diagnostic.py || TestRunGrid@tests/test_v19_basis_diagnostic.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,181,T05,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || compute_coherence@scripts/validation/v19_basis_diagnostic.py || TestCoherence@tests/test_v19_basis_diagnostic.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_basis_diagnostic.md,187,T06,scripts/validation/v19_basis_diagnostic.py || tests/test_v19_basis_diagnostic.py || write_findings@scripts/validation/v19_basis_diagnostic.py || _LOAD_SCALING_CAVEAT@scripts/validation/v19_basis_diagnostic.py || TestFindingsFile@tests/test_v19_basis_diagnostic.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,192,T01,scripts/validation/v19_national_cbecs_rescore.py || load_base@scripts/validation/v19_national_cbecs_rescore.py || load_region_refs@scripts/validation/v19_national_cbecs_rescore.py || score_region@scripts/validation/v19_national_cbecs_rescore.py || _CITY_REGION@scripts/validation/v19_national_cbecs_rescore.py || _REGIONS@scripts/validation/v19_national_cbecs_rescore.py || _SUCCESS_STATUSES@scripts/validation/v19_national_cbecs_rescore.py,True || True || True || True || True || True || True,True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,198,T02,scripts/validation/v19_national_cbecs_rescore.py || score_combo_national@scripts/validation/v19_national_cbecs_rescore.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,204,T03,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,210,T04,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,216,T05,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,222,T06,scripts/validation/v19_national_cbecs_rescore.py || score_combo_national_recon@scripts/validation/v19_national_cbecs_rescore.py,True || True,True || True,PRESENT
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,228,T07,,,,UNCHECKABLE
docs/docs_DONE/SETUP/phaseC_combinedResim/v19_validation/PLAN_v19_national_cbecs_rescore.md,234,T08,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1085,PLAN-REVIEW,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1105,T01,openubem/viz/__init__.py || openubem/viz/geometry_extract.py || tests/test_viz_geometry_extract.py || collect_geometry@openubem/viz/geometry_extract.py || parse_idf@openubem/viz/geometry_extract.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1114,T02,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1126,CP-0-AUDIT,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1137,T03,openubem/viz/cityjson_emitter.py || tests/test_viz_cityjson_emitter.py || build_cityjson@openubem/viz/cityjson_emitter.py || footprint_centroids_utm@openubem/viz/cityjson_emitter.py || _window_parent_map@openubem/viz/cityjson_emitter.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1148,T04,openubem/viz/geojson_context.py || build_context_geojson@openubem/viz/geojson_context.py || _height_m@openubem/viz/geojson_context.py || _footprint_to_scene@openubem/viz/geojson_context.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1155,T05,openubem/viz/attribute_binding.py || bind_values@openubem/viz/attribute_binding.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1161,T06,openubem/viz/attribute_binding.py || bind_provenance@openubem/viz/attribute_binding.py || _coverage@openubem/viz/attribute_binding.py || _ARCHETYPE_CONFIDENCE_RANK@openubem/viz/attribute_binding.py,True || True || True || True,True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1168,T07,openubem/viz/metadata_block.py || add_metadata_block@openubem/viz/metadata_block.py || content_hash@openubem/viz/metadata_block.py || _git_commit@openubem/viz/metadata_block.py || _building_counts@openubem/viz/metadata_block.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1176,T08,openubem/viz/shell/BUILD.md,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1183,T09,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1190,T10,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1197,T11,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1204,T12,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1228,T13,openubem/viz/viewer_export.py || openubem/results/__init__.py || build_scene@openubem/viz/viewer_export.py || export_viewer@openubem/viz/viewer_export.py || export_viewer_from_run@openubem/viz/viewer_export.py || _inject@openubem/viz/viewer_export.py || _scene_json@openubem/viz/viewer_export.py || aggregate_results@openubem/results/__init__.py || export_results@openubem/results/__init__.py || make_figures@openubem/results/__init__.py,True || True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1235,T14,tests/test_viz_validation.py,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1242,T15,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1258,T16,openubem/viz/basemap_raster.py || tests/test_viz_basemap_raster.py || generate_basemap@openubem/viz/basemap_raster.py || _fetch_tile_image@openubem/viz/basemap_raster.py || BASEMAP_PNG_NAME@openubem/viz/basemap_raster.py || BASEMAP_SIDECAR_NAME@openubem/viz/basemap_raster.py,True || True || True || True || True || True,True || True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1266,T17,openubem/viz/shell/BUILD.md,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1274,T18,openubem/semantic/provenance.py || openubem/semantic/construction_sets.py || openubem/acquisition/osm_fetcher.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1282,T19,openubem/viz/viewer_export.py || tests/test_viz_validation.py || _resolve_basemap_files@openubem/viz/viewer_export.py || _load_basemap@openubem/viz/viewer_export.py || basemap_path@openubem/viz/viewer_export.py || build_scene@openubem/viz/viewer_export.py || export_viewer@openubem/viz/viewer_export.py || export_viewer_from_run@openubem/viz/viewer_export.py || generate_basemap@tests/test_viz_validation.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1289,T20,tests/test_viz_validation.py,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1319,T22,openubem/viz/shell/BUILD.md,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1329,T21,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/PLAN_3dviz_implementation.md,1375,D01–D06,openubem/viz/context_features.py || tests/test_viz_context_features.py || openubem/viz/viewer_export.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,239,D01,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,249,D02,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,262,D03,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,276,D04,openubem/viz/basemap_raster.py || tests/test_viz_basemap_raster.py || _resolve_zoom@openubem/viz/basemap_raster.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,299,D05,openubem/viz/shell/BUILD.md,True,True,PRESENT
docs/docs_DONE/VISUALS/3D-visualization/debug/PLAN_3dviz_debug_representation.md,341,D06,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,192,T01,openubem/results/plotting_suite.py || plot_overview_grid@openubem/results/plotting_suite.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,198,T02,openubem/results/plotting_suite.py || _cbecs_region_mean@openubem/results/plotting_suite.py || plot_eui_vs_reference@openubem/results/plotting_suite.py,True || True || True,True || True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,204,T03,openubem/results/plotting_suite.py || plot_sim_vs_reconstructed@openubem/results/plotting_suite.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,210,T04,openubem/results/plotting_suite.py || plot_cross_cell_eui@openubem/results/plotting_suite.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,216,T05,scripts/render_plots.py || _render_comparison@scripts/render_plots.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,222,T06,tests/test_plotting_suite.py || test_plot_sim_vs_reconstructed_recon_ge_sim@tests/test_plotting_suite.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/comparisonPlots/PLAN_comparison-plots_2026-06-17.md,228,T07,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,131,T01,openubem/results/plotting_suite.py,True,True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,137,T02,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,143,T03,openubem/results/plotting_suite.py,True,True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,154,T04,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,160,T05,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,166,T06,,,,UNCHECKABLE
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,172,T07,openubem/results/plotting_suite.py || tests/test_plotting_suite.py,True || True,True || True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,184,T08,scripts/render_plots.py,True,True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,190,T09,tests/test_plotting_suite.py,True,True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,237,T10,openubem/results/plotting_suite.py || scripts/render_plots.py || tests/test_plotting_suite.py || _load_cell_footprints@openubem/results/plotting_suite.py || plot_eui_map@openubem/results/plotting_suite.py || _render_sim@scripts/render_plots.py || _load_cell_footprints@scripts/render_plots.py || test_load_cell_footprints_returns_polygons@tests/test_plotting_suite.py || test_plot_eui_map_footprints_no_network@tests/test_plotting_suite.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,243,T11,openubem/results/plotting_suite.py || tests/test_plotting_suite.py || plot_roundtrip_scatter@openubem/results/plotting_suite.py || plot_dev_ranked_bar@openubem/results/plotting_suite.py || test_plot_roundtrip_scatter_excludes_datacenter@tests/test_plotting_suite.py,True || True || True || True || True,True || True || True || True || True,PRESENT
docs/docs_DONE/VISUALS/plotting/PLAN_plotting-suite_2026-06-16.md,276,T12,openubem/results/plotting_suite.py || scripts/render_plots.py || tests/test_plotting_suite.py || COMPARE_DIR@openubem/results/plotting_suite.py || plot_overview_grid@openubem/results/plotting_suite.py || _render_overview@scripts/render_plots.py || COMPARE_DIR@scripts/render_plots.py || plot_overview_grid@scripts/render_plots.py || test_plot_overview_grid_writes_png@tests/test_plotting_suite.py,True || True || True || True || True || True || True || True || True,True || True || True || True || True || True || True || True || True,PRESENT
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,172,A1,tests/test_osm_fetcher.py || always_fails@tests/test_osm_fetcher.py,True || True,True || True,PRESENT
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,178,A2,openubem/idf/outputs.py || tests/test_outputs.py || test_meter_file_only_count_and_frequency@tests/test_outputs.py,True || True || True,True || True || True,PRESENT
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,184,A3,,,,UNCHECKABLE
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,190,B1,tests/test_idf_builder.py,True,True,PRESENT
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,196,B2,openubem/idf/builder.py || tests/test_idf_builder.py,True || True,True || True,PRESENT
docs/docs_INVESTIGATE/REMEDIATION_prompts-audit-fixes.md,202,B3,openubem/idf/builder.py || tests/test_idf_builder.py || set_default_constructions@tests/test_idf_builder.py,True || True || True,True || True || True,PRESENT
